AMLO_2018,Poberty_Habitants,Public_Hospital_Users,COMPETITOR_Votes_2024,Predicted,Difference
-0.7847173190976152,-0.7082027433568754,-0.7970364622246033,-0.8262555701128484,-0.7563070776241824,-0.06994849248866608
-0.1143552063371592,-0.5959998662049444,-0.0202714265554901,-0.1910465079640969,-0.18863944042982256,-0.002407067534274332
-0.8593764649741142,-0.8910518764933555,-1.0291730519087148,-0.9277501104378764,-0.8841813012347464,-0.04356880920313
-0.8116595205902786,-0.6990602867000514,-1.0032360720022708,-0.8581043968505118,-0.8131375591969459,-0.044966837653565905
0.4811805121176671,0.8751045231203727,0.4056895938703402,0.5134736491721353,0.5344886112439162,-0.021014962071780885
-0.4375800733621882,-0.4896149160164469,0.0709569178833855,-0.3174272341599741,-0.3324426722642257,0.0150154381042516
2.642901014090316,0.7421233353847508,1.6801366939321358,2.077905693252202,2.0077069508341787,0.07019874241802349
-0.3359137617271652,-0.5320026696071763,-0.1614775186467466,-0.243844389546412,-0.33178165702173623,0.08793726747532424
-0.8022673464089402,-0.8553131822894071,-1.0581142342428624,-0.9209848087453528,-0.8505590131019785,-0.07042579564337437
-0.7069592395177224,-0.5444696559573909,-0.6955931623545988,-0.6844963307639758,-0.6579352618110457,-0.02656106895293009
-0.2070246582596978,0.5750657182918758,0.9429471643874964,0.1962412740405791,0.19502799297172166,0.0012132810688574303
0.1182099543517425,0.1619929038881003,-0.0926610771222894,-0.0016202055644616,0.0803194285624325,-0.0819396341268941
-0.0197990262678175,-0.0815288961527572,-0.331575231356973,-0.0416457380890304,-0.09722202278817174,0.05557628469914134
0.5850652843209091,0.4138260281624343,1.3388947538335043,0.5921765873621255,0.6974203160004409,-0.10524372863831533
3.862305164225734,4.335939933939932,3.8129722090114417,4.156590755587107,3.8694260942890573,0.28716466129804985
0.0855674840844155,0.4262930145126488,0.0496048731858473,-0.0076036580284104,0.14444909219967453,-0.15205275022808493
-0.3275471936153711,-0.3907101576380781,-0.6770813851807148,-0.4960974790652659,-0.40703102277632724,-0.08906645628893867
-0.7163624714464413,-0.738954643020738,-0.8857242922056602,-0.7876092668172882,-0.7421196386918077,-0.04548962812548041
-0.2855885711799468,-0.2253148053918984,0.756275346944859,0.0227608349200244,-0.049030623792528955,0.07179145871255335
0.4408957561919707,0.3706071421483571,0.0438952682863672,0.350638800508142,0.33465001579923176,0.015988784708910242
0.9569898530282184,1.3987179498293838,0.8322610811917749,1.0999570951993378,1.000002633242234,0.09995446195710378
-0.5643557648615517,-0.5685724962344724,-0.4787425493632278,-0.4881266924167505,-0.5359332205842567,0.047806528167506246
-0.5861782293170292,-0.6159470443652877,-0.7074536620406233,-0.5412452501572875,-0.6058762686122952,0.06463101845500763
-0.4771626623292209,-0.3084280477266621,-0.2504312662919307,-0.2871152934916492,-0.3862588929942938,0.09914359950264456
-0.1740172823288133,-0.4704988702794512,-0.1802742756829032,-0.2773180469854344,-0.23114722287672348,-0.0461708241087109
-0.4097214610553634,-0.4813035917829705,-0.2256461197084185,-0.3925845021858103,-0.37718763629691915,-0.015396865888891165
0.0110189156817218,-0.2618846320191944,-0.5957949301845362,-0.2461631248443251,-0.17121307980401004,-0.07495004504031505
-0.2090813992724766,-0.2643780292892373,-0.0407613833419057,-0.1399195743901763,-0.18061189394495933,0.04069231955478303
-0.5527658633883328,-0.4580318839292367,-0.8941550258903861,-0.5939991594235923,-0.5944554743541781,0.0004563149305858438
1.4132352743857657,1.6522133389504132,1.419281949632177,1.350763388271899,1.434035983612726,-0.0832725953408271
-0.5910768114066044,-0.3250506961936148,-0.5006049844161072,-0.3693070595836334,-0.5070509684678699,0.1377439088842365
-0.6238588857346107,-0.4455648975790222,-0.7271077414383662,-0.7202436786893885,-0.5974051700865894,-0.1228385086027991
Mean Squared Error,0.007706573204951883
R^2 Score,0.9922934267950481
